ID x y V Verr BV BVerr UB UBerr VR VRerr VI VIerr ra dec d_arcsec _r_1 _x_1 _y_1 _p_1 DR2Name RA_ICRS_1 e_RA_ICRS DE_ICRS_1 e_DE_ICRS SolID Source_1 RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 d_arcsec1 _r_2 _x_2 _y_2 _p_2 Source_2 RA_ICRS_2 DE_ICRS_2 rest b_rest B_rest rlen ResFlag ModFlag
670 1864.97 836.293 18.09 0.028 1.757 0.052 98.85 99.0 1.183 0.032 2.582 0.034 150.36320426359725 -49.61070473382945 0.6576 0.071708 -0.070137 -0.014925 258.0 "Gaia DR2 5406950825921541632" 150.36319856076 0.0603 -49.61088736981 0.0623 1635721458409799680 5406950825921541632 1216262693 2015.5 6.2422 0.0706 88.4601 23.715 0.123 -31.916 0.122 -0.2159 -0.1066 -0.3391 0.3311 0.0090 0.3535 -0.2927 0.0723 0.0317 -0.0382 229 0 227 2 2.4731 277.52 0.243 2.0 31 0 2.9686 1.2786 0.0166 -0.047 26 14 0.12464 0 39 0 341 3410.0 2.626 1298.935 16.8563 0.0008 36 664.7 6.463 102.846 18.2949 0.0106 38 4470 12.4 360.348 15.6361 0.0030 1.506 0 2.6587 1.4385 1.2202 nan nan 0 nan nan nan NOT_AVAILABLE 276.88742812013 4.46790404744 180.91432100729 -55.71725448259 100001 3728.97 3232.33 4215.67 0.0975 0.0000 0.2221 0.0650 0.0000 0.1473 nan nan nan nan nan nan nan 150.363040986 1.9028 -49.6107499541 1.8974 0.0 0.071595 -0.070098 -0.01456 258.3 5406950825921541632 150.36319856076 -49.61088736981 159.497606061253 157.708743784698 161.32677447888 1179.58676056391 1 1
671 633.497 956.234 18.09 0.04 0.876 0.057 98.85 99.0 0.582 0.05 0.982 0.059 150.51973758635123 -49.59999091230915 0.7265 0.03138 0.03114 -0.003868 97.1 "Gaia DR2 5406940002595225216" 150.51948644516 0.1848 -49.59987161969 0.2432 1635721458409799680 5406940002595225216 1234893355 2015.5 0.1446 0.2333 0.6195 -6.091 0.474 4.460 0.659 -0.4528 -0.1998 -0.0625 -0.0772 0.1311 -0.1246 0.3066 -0.1353 0.3079 -0.6301 150 0 148 2 0.7422 155.22 0.0 0.0 31 0 0.4222 1.4248 0.0519 -0.035 17 10 0.66025 0 37 0 245 641.8 1.395 460.152 18.6698 0.0024 0 nan nan nan nan nan 0 nan nan nan nan nan nan 2 nan nan nan nan nan 0 nan nan nan NOT_AVAILABLE 276.96188340444 4.53768934955 181.04416460493 -55.64639863563 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.519526908 7.3517 -49.5998908236 10.2162 0.0 0.031375 0.031179 -0.003504 96.4 5406940002595225216 150.51948644516 -49.59987161969 3254.22574586362 2083.36033616259 5287.11332447046 1181.30677915372 1 1
672 1086.2 1347.6 18.092 0.017 0.925 0.029 98.85 99.0 0.538 0.022 0.979 0.026 150.46164312131097 -49.5679640510736 0.3968 0.028867 -0.006401 0.028148 347.2 "Gaia DR2 5406951891073467648" 150.46156968068 0.1094 -49.56786466334 0.1145 1635721458409799680 5406951891073467648 1583819956 2015.5 0.1568 0.1276 1.2287 -5.207 0.215 4.788 0.220 -0.3541 -0.2708 -0.3861 0.2908 0.1691 0.3459 -0.1121 0.2357 -0.1491 -0.1530 195 0 194 1 0.5359 198.92 0.1 0.1 31 0 1.0729 1.4781 0.0286 0.0 23 15 0.22223 0 36 0 303 1310.0 1.75 748.65 17.8953 0.0015 33 636.4 8.583 74.143 18.3421 0.0146 33 1034 7.444 138.848 17.2260 0.0078 1.275 0 1.1161 0.4468 0.6693 nan nan 0 nan nan nan NOT_AVAILABLE 276.91247848144 4.54066348699 180.95682206073 -55.64415594375 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.461604252 3.3382 -49.5678852791 3.4149 0.0 0.029214 -0.006362 0.028513 347.4 5406951891073467648 150.46156968068 -49.56786466334 3814.63950622927 2699.27403218258 5678.24347574002 1181.17053093056 1 1
674 175.931 1484.31 18.097 0.019 0.987 0.029 98.85 99.0 0.592 0.027 1.094 0.027 150.57741875778893 -49.55593636273937 0.8448 0.07954 0.06862 0.040224 59.6 "Gaia DR2 5406940444973919104" 150.57721877037 0.1055 -49.55574081044 0.099 1635721458409799680 5406940444973919104 885367197 2015.5 0.2325 0.1177 1.9760 -5.361 0.200 4.470 0.188 -0.3709 -0.3480 -0.4651 0.3879 0.2696 0.4309 -0.2652 0.3448 -0.2265 -0.1565 222 0 219 3 1.1243 237.4 0.014 0.0025 31 0 1.2523 1.4999 0.0253 -0.016 25 15 0.21052 0 39 0 338 1457.0 1.666 874.833 17.7796 0.0012 34 644.4 8.852 72.794 18.3286 0.0149 32 1197 6.985 171.329 17.0670 0.0063 1.263 0 1.2616 0.5489 0.7127 nan nan 0 nan nan nan NOT_AVAILABLE 276.96529044874 4.59545902191 181.04858794983 -55.58858315532 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.577254352 3.1077 -49.5557600542 2.9218 0.0 0.079759 0.068659 0.040589 59.4 5406940444973919104 150.57721877037 -49.55574081044 3338.58740428327 2425.74662502057 4908.24947737664 1182.4935654976 1 1
676 1398.63 133.571 18.097 0.026 0.901 0.037 98.85 99.0 0.56 0.031 1.03 0.036 150.42321248366488 -49.66848654883318 0.2402 0.078852 -0.031191 -0.07242 203.3 "Gaia DR2 5406949722102989568" 150.42324577949 0.0948 -49.66842340789 0.0985 1635721458409799680 5406949722102989568 545843846 2015.5 0.0934 0.1184 0.7893 -3.833 0.194 2.957 0.189 -0.2636 -0.2228 -0.2447 0.2575 0.2200 0.3062 -0.1850 0.1882 -0.0016 -0.0775 197 0 197 0 -0.1742 187.95 0.0 0.0 31 0 1.3139 1.5137 0.0262 -0.073 23 14 0.18737 0 36 0 307 1458.0 1.594 914.93 17.7787 0.0012 34 666 8.452 78.789 18.2928 0.0138 33 1156 5.06 228.410 17.1047 0.0048 1.249 0 1.1881 0.5140 0.6740 nan nan 0 nan nan nan NOT_AVAILABLE 276.95333433583 4.44542906769 181.03156790834 -55.73877931145 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.423271276 3.0023 -49.668436138 2.9253 0.0 0.078502 -0.031153 -0.072056 203.4 5406949722102989568 150.42324577949 -49.66842340789 4385.02443745834 3130.96562992002 6383.63117579659 1179.39475126129 1 1
677 1174.0 755.085 18.103 0.023 0.944 0.038 98.85 99.0 0.56 0.028 1.051 0.034 150.45111454126794 -49.61700902162915 0.3475 0.024703 -0.013167 -0.020901 212.2 "Gaia DR2 5406950271860321152" 150.4511158306 0.0938 -49.61691250252 0.098 1635721458409799680 5406950271860321152 1265539815 2015.5 0.2970 0.1167 2.5446 -5.030 0.192 3.438 0.190 -0.1538 -0.1856 -0.2763 0.2288 0.1360 0.2718 -0.1147 0.1704 -0.0866 0.0431 231 0 230 1 2.1294 272.5 0.328 1.4 31 0 1.0803 1.5546 0.0260 -0.008 26 15 0.17833 0 39 0 338 1427.0 1.632 874.266 17.8024 0.0012 34 651 7.261 89.651 18.3174 0.0121 31 1135 11.58 97.992 17.1246 0.0111 1.251 0 1.1928 0.5151 0.6777 nan nan 0 nan nan nan NOT_AVAILABLE 276.93667111066 4.49742044934 181.00069008724 -55.68704437674 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.451149257 2.9702 -49.6169273037 2.9495 0.0 0.024375 -0.013129 -0.020537 212.6 5406950271860321152 150.4511158306 -49.61691250252 2905.23195859941 2144.08305784738 4243.17269653857 1180.39054311246 1 1
678 847.92 1835.35 18.106 0.019 0.986 0.031 98.85 99.0 0.584 0.024 1.1 0.027 150.491426022006 -49.52743517886351 0.3720 0.069826 0.012883 0.068627 10.6 "Gaia DR2 5406952406469565184" 150.49128753036 0.2294 -49.52738420919 0.219 1635721458409799680 5406952406469565184 262022469 2015.5 -1.4661 0.2646 -5.5399 -6.640 0.464 2.982 0.428 -0.2222 -0.2306 -0.3857 0.3080 0.1412 0.3571 -0.1639 0.1881 -0.1300 -0.0149 219 0 219 0 24.5055 1224.57 1.79 33.0 31 0 0.2294 1.6026 0.0570 -0.03 25 15 0.43784 0 40 0 349 1280.0 2.903 440.788 17.9206 0.0025 38 616.6 7.747 79.593 18.3764 0.0136 39 1175 7.142 164.447 17.0872 0.0066 1.400 0 1.2892 0.4558 0.8334 nan nan 0 nan nan nan NOT_AVAILABLE 276.90348601905 4.58459624441 180.93985484079 -55.60035349794 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.491331573 7.1935 -49.5273970476 6.6306 0.0 0.070191 0.012922 0.068992 10.6 5406952406469565184 150.49128753036 -49.52738420919 6497.02320078665 4622.49210998138 9080.93774441197 1182.02090576299 1 1
679 474.038 1060.77 18.114 0.018 0.962 0.029 98.85 99.0 0.614 0.024 1.136 0.028 150.53994096970249 -49.59122039063602 0.8291 0.044627 0.044347 0.004995 83.6 "Gaia DR2 5406940105683213952" 150.53985023956 0.2383 -49.59099773477 0.2337 1635721458409799680 5406940105683213952 581819211 2015.5 -0.7224 0.2819 -2.5620 -4.676 0.478 4.242 0.477 -0.2296 -0.2833 -0.3729 0.2894 0.1294 0.3138 -0.1091 0.2026 -0.1753 -0.0689 218 0 218 0 30.8875 1695.39 1.949 46.0 31 0 0.2021 1.5434 0.0588 -0.044 25 15 0.46291 0 39 0 339 1311.0 3.317 395.239 17.8944 0.0027 35 648.6 7.464 86.893 18.3214 0.0125 36 1202 7.852 153.047 17.0624 0.0071 1.411 0 1.2590 0.4270 0.8319 nan nan 0 nan nan nan NOT_AVAILABLE 276.96711238642 4.55271598814 181.05298422255 -55.63129263202 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.539881298 7.4056 -49.591015999 7.3944 0.0 0.044708 0.044385 0.00536 83.1 5406940105683213952 150.53985023956 -49.59099773477 5011.56091753096 3366.3406954561 7419.12244354102 1181.63210049298 1 1
680 307.901 1117.47 18.116 0.016 1.043 0.028 98.85 99.0 0.626 0.024 1.202 0.034 150.56106405803024 -49.58639227510463 0.8810 0.05885 0.058026 0.009818 80.4 "Gaia DR2 5406939929577765632" 150.56094299689 0.1023 -49.58616047737 0.0982 1635721458409799680 5406939929577765632 1589945831 2015.5 0.1801 0.1209 1.4904 -4.786 0.199 0.947 0.192 -0.1777 -0.2934 -0.3582 0.2957 0.1438 0.3173 -0.2056 0.2547 -0.1194 -0.0149 229 0 228 1 1.9253 265.43 0.336 1.5 31 0 1.0831 1.4791 0.0266 -0.008 26 16 0.19245 0 40 0 342 1451.0 1.549 936.482 17.7843 0.0012 35 635.2 12.37 51.355 18.3441 0.0211 36 1238 8.136 152.157 17.0302 0.0071 1.291 0 1.3139 0.5597 0.7542 nan nan 0 nan nan nan NOT_AVAILABLE 276.97515977621 4.56479992438 181.0668534724 -55.61908386412 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.560974781 3.0795 -49.5861645527 2.9725 0.0 0.05895 0.058064 0.010183 80.1 5406939929577765632 150.56094299689 -49.58616047737 3700.34468145652 2652.49491335195 5460.20741542978 1181.90755713266 1 1
681 1980.4 940.73 18.117 0.029 0.937 0.048 98.85 99.0 0.566 0.034 1.062 0.037 150.34846876349667 -49.602130150395574 0.6639 0.080094 -0.079847 -0.006288 265.5 "Gaia DR2 5406950890334268416" 150.34823545367 0.097 -49.60223573266 0.0957 1635721458409799680 5406950890334268416 1502846878 2015.5 0.3939 0.1157 3.4036 -4.487 0.191 2.040 0.188 -0.173 -0.2783 -0.3596 0.2757 0.0597 0.2951 -0.3073 0.2302 -0.0078 0.0336 220 0 220 0 1.2868 242.08 0.045 0.026 31 0 1.2574 1.5348 0.0272 -0.113 25 14 0.18263 0 39 0 339 1452.0 1.394 1041.328 17.7837 0.001 36 653.1 8.322 78.474 18.3140 0.0138 32 1162 7.121 163.195 17.0988 0.0067 1.250 0 1.2152 0.5303 0.6848 nan nan 0 nan nan nan NOT_AVAILABLE 276.87443613981 4.46895644317 180.89130348201 -55.71637522667 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.348265264 2.9568 -49.6022445155 2.9151 0.0 0.080028 -0.079808 -0.005923 265.8 5406950890334268416 150.34823545367 -49.60223573266 2363.66995076349 1808.85647501722 3318.38056240959 1179.55041557092 1 1
682 763.606 1374.52 18.119 0.016 1.008 0.029 98.85 99.0 0.644 0.021 1.146 0.023 150.50265860824143 -49.565504088334556 0.5136 0.036699 0.020201 0.03064 33.4 "Gaia DR2 5406951921128134912" 150.50258536514 0.0964 -49.56536955263 0.0974 1635721458409799680 5406951921128134912 512956726 2015.5 0.0178 0.1181 0.1508 -4.569 0.194 0.877 0.200 -0.1888 -0.2106 -0.3598 0.2493 0.2159 0.2679 -0.2565 0.1651 -0.2513 0.0791 222 0 221 1 1.2067 241.35 0.0 0.0 31 0 1.1896 1.4556 0.0256 -0.026 25 15 0.18607 0 38 0 329 1414.0 1.455 972.255 17.8119 0.0011 35 627.8 8.954 70.122 18.3567 0.0155 35 1202 7.242 165.922 17.0626 0.0065 1.293 0 1.2942 0.5448 0.7494 nan nan 0 nan nan nan NOT_AVAILABLE 276.93228530698 4.55866380847 180.99133693169 -55.62587230995 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.502615695 3.0149 -49.5653733289 3.1064 0.0 0.037025 0.02024 0.031004 33.1 5406951921128134912 150.50258536514 -49.56536955263 4981.54913609931 3566.88300440677 7141.02034914716 1181.61773028176 1 1
683 335.072 219.225 18.119 0.023 1.14 0.044 98.85 99.0 0.6 0.032 1.137 0.031 150.55884466111374 -49.66063168292377 0.9627 0.085672 0.056508 -0.064394 138.7 "Gaia DR2 5406937455672524928" 150.55873427474 0.0858 -49.66037400006 0.0865 1635721458409799680 5406937455672524928 434357606 2015.5 0.2776 0.1109 2.5026 -5.618 0.178 6.303 0.173 -0.0818 -0.1577 -0.1962 0.2297 0.0446 0.2325 -0.0720 0.2623 -0.1164 0.0045 214 0 214 0 0.0542 209.44 0.0 0.0 31 0 1.374 1.5092 0.0241 0.027 25 15 0.16521 0 38 0 324 1540.0 1.703 904.185 17.7197 0.0012 35 676.7 9.868 68.569 18.2755 0.0158 33 1296 5.024 257.867 16.9808 0.0042 1.281 0 1.2946 0.5558 0.7389 nan nan 0 nan nan nan NOT_AVAILABLE 277.01874364722 4.50461674878 181.14559611503 -55.67854415714 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.558771639 2.7587 -49.6604011386 2.6904 0.0 0.085424 0.056546 -0.064029 138.6 5406937455672524928 150.55873427474 -49.66037400006 3046.07488360168 2263.5663392509 4394.96401260504 1180.82582005097 1 1
684 1754.05 1663.17 18.121 0.014 1.109 0.031 98.85 99.0 0.722 0.018 1.318 0.021 150.3765752539862 -49.54226384728211 0.8197 0.081756 -0.061747 0.053586 311.0 "Gaia DR2 5406951474449975296" 150.37628140232 0.6123 -49.54238830799 0.6313 1635721458409799680 5406951474449975296 212372008 2015.5 -1.7346 0.8124 -2.1351 -7.424 1.254 5.472 1.184 -0.0533 -0.2342 -0.2978 0.1685 0.2753 0.2311 -0.1587 0.2812 -0.1628 0.1221 179 0 177 2 60.63 5520.69 5.225 220.0 31 0 0.034 1.8552 0.1675 0.02 21 15 1.1597 0 36 0 293 1122.0 8.248 135.987 18.0638 0.008 28 615.2 7.841 78.459 18.3789 0.0138 32 1351 7.713 175.156 16.9353 0.0062 1.753 0 1.4436 0.3151 1.1285 nan nan 0 nan nan nan NOT_AVAILABLE 276.85278346975 4.52766371276 180.8516721679 -55.65795095921 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.37633066 19.4434 -49.5424118669 18.368 0.0 0.081966 -0.061708 0.05395 311.2 5406951474449975296 150.37628140232 -49.54238830799 3409.86278912797 1970.09943251824 5668.89544200988 1180.63743136735 1 1
685 1027.72 1745.59 18.122 0.013 0.921 0.029 98.85 99.0 0.613 0.02 1.091 0.024 150.4686667562715 -49.53499419335873 0.3906 0.061086 -0.001901 0.061056 358.2 "Gaia DR2 5406952230364239616" 150.46850972846 0.1034 -49.53495697379 0.1006 1635721458409799680 5406952230364239616 1053042264 2015.5 0.3215 0.1260 2.5520 -8.458 0.206 5.681 0.197 -0.1362 -0.3062 -0.3664 0.2482 0.0807 0.2765 -0.1890 0.2770 -0.0875 0.0611 218 0 217 1 1.2843 238.84 0.216 0.54 31 0 1.0886 1.4551 0.0264 -0.064 25 15 0.19447 0 40 0 339 1381.0 1.523 906.722 17.8381 0.0012 35 639.4 8.787 72.773 18.3369 0.0149 35 1131 7.236 156.342 17.1280 0.0069 1.282 0 1.2089 0.4988 0.7101 nan nan 0 nan nan nan NOT_AVAILABLE 276.89621337477 4.56965146979 180.92738776905 -55.61539710358 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.468565839 3.1913 -49.5349814329 3.0491 0.0 0.061449 -0.001862 0.061421 358.3 5406952230364239616 150.46850972846 -49.53495697379 2743.28022214821 2010.3661626452 4055.46030492776 1181.68686725328 1 1
686 798.7 776.332 18.13 0.023 0.838 0.035 98.85 99.0 0.589 0.028 1.011 0.036 150.49889844287094 -49.61498701732337 0.5826 0.025889 0.017783 -0.018815 136.6 "Gaia DR2 5406938555188163584" 150.49888498928 0.091 -49.61482542503 0.0929 1635721458409799680 5406938555188163584 926635856 2015.5 0.1116 0.1142 0.9776 -5.718 0.185 4.637 0.182 -0.0721 -0.2161 -0.2903 0.2001 0.0208 0.2211 -0.1742 0.2223 -0.0160 0.0878 231 0 231 0 -0.6332 212.16 0.0 0.0 31 0 1.1714 1.5845 0.0258 -0.059 26 15 0.1736 0 39 0 342 1390.0 1.462 950.133 17.8311 0.0011 35 657 7.026 93.513 18.3074 0.0116 32 1120 8.323 134.520 17.1393 0.0081 1.278 0 1.1681 0.4763 0.6918 nan nan 0 nan nan nan NOT_AVAILABLE 276.96020596044 4.51771316678 181.04174934168 -55.66639832395 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.498922988 2.8737 -49.6148453897 2.8292 0.0 0.025652 0.017821 -0.018451 136.0 5406938555188163584 150.49888498928 -49.61482542503 4298.92691683909 3089.69232699273 6237.13900864307 1180.8936285878 1 1
689 311.022 1578.43 18.144 0.022 1.052 0.035 98.85 99.0 0.631 0.029 1.184 0.029 150.56007026318338 -49.54826769058504 0.7466 0.074735 0.057383 0.04788 50.2 "Gaia DR2 5406940651132373248" 150.5598835051 0.1172 -49.5480993813 0.1023 1635721458409799680 5406940651132373248 1376885518 2015.5 0.2546 0.1217 2.0925 -7.334 0.228 5.646 0.187 -0.3604 -0.2618 -0.5212 0.3933 0.3013 0.4881 -0.2348 0.2986 -0.1375 -0.1122 215 0 215 0 -0.2893 203.47 0.0 0.0 31 0 1.1905 1.5184 0.0273 0.009 24 13 0.23037 0 36 0 316 1425.0 1.6 890.14 17.8041 0.0012 34 616.3 8.679 71.001 18.3770 0.0153 35 1196 7.858 152.144 17.0680 0.0071 1.272 0 1.3090 0.5729 0.7361 nan nan 0 nan nan nan NOT_AVAILABLE 276.95166531401 4.59481073479 181.02457601563 -55.58944044226 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.559932173 3.5336 -49.5481236897 2.9042 0.0 0.074999 0.057422 0.048244 50.0 5406940651132373248 150.5598835051 -49.5480993813 3169.39879719351 2294.19306812477 4703.43696110083 1182.42783487817 1 1
690 454.223 513.617 18.145 0.027 1.146 0.04 98.85 99.0 0.643 0.031 1.166 0.034 150.5431985129241 -49.63642019589548 0.8801 0.061399 0.046416 -0.040192 130.9 "Gaia DR2 5406939693366543616" 150.54310846472 0.0867 -49.63618278041 0.0874 1635721458409799680 5406939693366543616 1292765719 2015.5 0.2899 0.1057 2.7420 -8.790 0.177 5.986 0.176 -0.109 -0.2088 -0.2134 0.2944 0.0789 0.3113 -0.0828 0.1352 -0.1269 0.0736 235 0 234 1 0.1331 231.19 0.0 0.0 31 0 1.3014 1.4826 0.0238 -0.049 27 15 0.16556 0 38 0 324 1500.0 1.781 842.463 17.7478 0.0013 34 647 10.07 64.230 18.3241 0.0169 34 1270 8.879 143.064 17.0022 0.0076 1.278 0 1.3219 0.5763 0.7456 nan nan 0 nan nan nan NOT_AVAILABLE 276.99604922666 4.5178729105 181.1050894324 -55.66566859634 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.543166905 2.7444 -49.6362085532 2.7277 0.0 0.06119 0.046455 -0.039827 130.6 5406939693366543616 150.54310846472 -49.63618278041 2974.65332463428 2241.77387918402 4222.37416627749 1181.02364694953 1 1
691 1447.03 1171.58 18.148 0.016 1.16 0.03 98.85 99.0 0.668 0.021 1.176 0.026 150.41596161581847 -49.582754179740185 0.3016 0.038409 -0.036033 0.0133 290.3 "Gaia DR2 5406950615456407296" 150.41586278457 0.0908 -49.58270022612 0.0945 1635721458409799680 5406950615456407296 333581682 2015.5 0.2034 0.1125 1.8084 -6.094 0.185 3.218 0.180 -0.1401 -0.1882 -0.2573 0.2536 0.1523 0.3011 -0.1399 0.1742 -0.0602 0.0849 237 0 237 0 0.6795 246.25 0.06 0.044 31 0 1.1448 1.4948 0.0251 -0.024 27 15 0.17355 0 41 0 350 1350.0 1.524 886.071 17.8624 0.0012 35 574.1 7.872 72.932 18.4539 0.0149 36 1150 6.667 172.452 17.1104 0.0063 1.277 0 1.3434 0.5915 0.7519 nan nan 0 nan nan nan NOT_AVAILABLE 276.89770596765 4.51097056051 180.93145555304 -55.67405197099 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.415903251 2.8734 -49.5827140804 2.787 0.0 0.038501 -0.035994 0.013664 290.8 5406950615456407296 150.41586278457 -49.58270022612 3581.43666869849 2602.00730751533 5238.81018461415 1180.50505990355 1 1
692 552.021 274.261 18.15 0.023 0.682 0.034 98.85 99.0 0.431 0.033 0.797 0.04 150.53103526172532 -49.65626805132865 0.7797 0.071367 0.038558 -0.060055 147.3 "Gaia DR2 5406938181529741824" 150.53100019071 0.104 -49.65605265499 0.1064 1635721458409799680 5406938181529741824 374007719 2015.5 0.1046 0.1290 0.8110 -5.158 0.212 2.803 0.202 -0.1302 -0.0488 -0.2046 0.2948 0.1061 0.3250 -0.1485 0.2267 -0.0268 0.0094 213 0 213 0 1.9614 249.87 0.265 0.72 31 0 0.9768 1.5504 0.0290 -0.015 24 15 0.19747 0 37 0 322 1268.0 1.676 756.329 17.9309 0.0014 22 670.4 9.62 69.692 18.2855 0.0156 25 888.1 7.404 119.952 17.3908 0.0091 1.229 0 0.8947 0.3546 0.5401 nan nan 0 nan nan nan NOT_AVAILABLE 277.00174469135 4.49728061795 181.11576051248 -55.6861643165 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.531034494 3.2849 -49.6560647227 3.1333 0.0 0.071082 0.038597 -0.05969 147.1 5406938181529741824 150.53100019071 -49.65605265499 4169.88693750977 2943.25470703836 6153.19128483018 1180.62143872504 1 1
693 489.512 1608.11 18.152 0.018 1.001 0.032 98.85 99.0 0.584 0.025 1.127 0.027 150.5372893410468 -49.54596207926065 0.6159 0.065832 0.042624 0.05017 40.4 "Gaia DR2 5406940616772644736" 150.53713255765 0.1137 -49.54582452773 0.1045 1635721458409799680 5406940616772644736 17575219 2015.5 0.3301 0.1182 2.7928 -7.495 0.224 4.740 0.199 -0.3619 -0.1143 -0.5080 0.3920 0.0811 0.4505 -0.2751 0.1223 -0.0908 -0.1452 213 0 212 1 0.7832 222.65 0.0 0.0 31 0 1.1576 1.5221 0.0260 -0.045 24 13 0.22804 0 38 0 331 1354.0 1.534 882.595 17.8592 0.0012 33 596.3 8.211 72.630 18.4127 0.0149 33 1133 8.009 141.416 17.1268 0.0077 1.277 0 1.2859 0.5535 0.7324 nan nan 0 nan nan nan NOT_AVAILABLE 276.93845797764 4.58775686543 181.00146830483 -55.59669146841 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.53718229 3.4738 -49.5458449376 3.0868 0.0 0.066135 0.042663 0.050534 40.2 5406940616772644736 150.53713255765 -49.54582452773 2703.07096142149 2014.84352718978 3912.63120783743 1182.23235103468 1 1
694 1575.43 1736.59 18.155 0.018 1.3 0.034 98.85 99.0 0.743 0.022 1.375 0.026 150.39915632085086 -49.536088410689295 0.6416 0.076138 -0.047076 0.05984 321.8 "Gaia DR2 5406952951918741888" 150.39889884729 0.1043 -49.53615037905 0.0996 1635721458409799680 5406952951918741888 1144206985 2015.5 0.8535 0.1272 6.7114 -6.416 0.200 4.136 0.183 -0.1322 -0.3972 -0.4006 0.2249 0.1024 0.2860 -0.2170 0.3220 -0.0341 0.0973 206 0 206 0 0.5601 211.75 0.0 0.0 31 0 1.2233 1.5134 0.0267 -0.047 24 15 0.19189 0 38 0 328 1451.0 1.842 787.433 17.7843 0.0014 35 562.4 9.682 58.081 18.4763 0.0187 37 1373 7.421 185.059 16.9175 0.0059 1.334 0 1.5588 0.6920 0.8668 nan nan 0 nan nan nan NOT_AVAILABLE 276.86075836807 4.54148856387 180.86544994619 -55.64402634345 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.398941417 3.0994 -49.5361681871 2.8392 0.0 0.076401 -0.047038 0.060205 322.0 5406952951918741888 150.39889884729 -49.53615037905 1158.23727565705 999.620248000682 1374.75357161763 1180.95483964396 1 1
696 729.181 402.748 18.156 0.027 1.154 0.042 98.85 99.0 0.618 0.031 1.17 0.037 150.50823983512137 -49.64579713982931 0.6856 0.055023 0.023821 -0.049599 154.3 "Gaia DR2 5406938452110309632" 150.50822792727 0.1052 -49.6456068646 0.0974 1635721458409799680 5406938452110309632 274589151 2015.5 0.4501 0.1155 3.8968 -5.152 0.206 4.780 0.180 -0.2816 -0.1924 -0.4657 0.3019 0.1637 0.3813 -0.1784 0.1591 -0.1026 -0.0454 213 0 211 2 0.9504 225.19 0.158 0.32 31 0 1.23 1.5247 0.0276 -0.013 24 14 0.20162 0 38 0 330 1465.0 1.71 856.766 17.7737 0.0013 33 659.8 8.819 74.822 18.3028 0.0145 33 1250 7.916 157.957 17.0194 0.0069 1.304 0 1.2834 0.5291 0.7543 nan nan 0 nan nan nan NOT_AVAILABLE 276.98362723626 4.49676202642 181.08373965892 -55.68697817785 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 150.508262186 3.1958 -49.645627443 2.7974 0.0 0.054712 0.02386 -0.049235 154.1 5406938452110309632 150.50822792727 -49.6456068646 2113.15896148256 1658.04810123762 2866.82515747819 1180.5500241602 1 1
